* Initial: 
     (-)pre6-post2 = 0.1836156218352079
     (-)pre6-post3 = 1.0254888639414242e-17
     (-)pre7-post0 = 5.2036061102045396e-30
     (-)pre7-post1 = 2.4317885061869145e-05
     (-)pre7-post2 = 0.1880662892782129
     (-)pre7-post3 = 2.4141749937649078e-05
     (-)pre8-post0 = 6.279335013954769e-18
     (-)pre8-post1 = 0.18636843036570572
     (-)pre8-post2 = 1.0753228554503074e-05
     (-)pre8-post3 = 0.18624267082870516
     (-)pre9-post0 = 7.868508017190326e-06
     (-)pre9-post1 = 0.18560500621675446
     (-)pre9-post2 = 0.1854007332330377
     (-)pre9-post3 = 1.0696973814332486e-18
     (-)pre10-post0 = 0.18347000895910975
     (-)pre10-post1 = 0.18309958832853154
     (-)pre10-post2 = 0.1833877149338396
     (-)pre10-post3 = 1.1554517627365575e-05
     (-)pre11-post0 = 0.18303898257157755
     (-)pre11-post1 = 0.18284907157171043
     (-)pre11-post2 = 0.0
     (-)pre11-post3 = 0.18097565434953647
     (+)pre12-post0 = 0.1831693158381454
     (-)pre12-post1 = 0.0
     (-)pre12-post2 = 0.0
     (+)pre12-post3 = 0.1811045438868172
     (-)pre13-post0 = 0.0
     (-)pre13-post1 = 0.0
     (-)pre13-post2 = 0.0
     (-)pre13-post3 = 0.0
     (-)pre14-post0 = 0.0
     (-)pre14-post1 = 0.0
     (-)pre14-post2 = 0.0
     (-)pre14-post3 = 0.0
LEARN 12
* Iter 0
     (-)pre0-post0 = 1.0329383024424231e-17
     (-)pre0-post1 = 0.11391343574683171
     (-)pre0-post2 = 3.67684910613883e-54
     (-)pre0-post3 = 1.953052328204727e-78
     (-)pre1-post0 = 0.0
     (-)pre1-post1 = 0.0
     (-)pre1-post2 = 0.0
     (-)pre1-post3 = 0.0
     (-)pre2-post0 = 1.6099508388594527e-05
     (-)pre2-post1 = 0.1905242654182468
     (-)pre2-post2 = 5.730875902793352e-42
     (-)pre2-post3 = 3.0441011315682504e-66
     (-)pre3-post0 = 0.16773259590313835
     (-)pre3-post1 = 0.1673088227331767
     (-)pre3-post2 = 1.1557261403872123e-29
     (-)pre3-post3 = 6.138934626068067e-54
     (-)pre4-post0 = 0.18300358548259754
     (-)pre4-post1 = 1.1992556706246275e-05
     (-)pre4-post2 = 9.027054735271e-18
     (-)pre4-post3 = 4.7949507196575295e-42
     (-)pre5-post0 = 9.713783531412704e-55
     (-)pre5-post1 = 0.1881951432779408
     (-)pre5-post2 = 8.484406224434911e-06
     (-)pre5-post3 = 4.506747184831003e-30
     (-)pre6-post0 = 2.2103251923537546e-42
     (-)pre6-post1 = 0.18381232706657702
     (-)pre6-post2 = 0.1836156218352079
     (-)pre6-post3 = 1.0254888639414242e-17
     (-)pre7-post0 = 5.2036061102045396e-30
     (-)pre7-post1 = 2.4317885061869145e-05
     (-)pre7-post2 = 0.1880662892782129
     (-)pre7-post3 = 2.4141749937649078e-05
     (-)pre8-post0 = 6.279335013954769e-18
     (-)pre8-post1 = 0.18636843036570572
     (-)pre8-post2 = 1.0753228554503074e-05
     (-)pre8-post3 = 0.18624267082870516
     (-)pre9-post0 = 7.868508017190326e-06
     (-)pre9-post1 = 0.18560500621675446
     (-)pre9-post2 = 0.1854007332330377
     (-)pre9-post3 = 1.0696973814332486e-18
     (-)pre10-post0 = 0.18347000895910975
     (-)pre10-post1 = 0.18309958832853154
     (-)pre10-post2 = 0.1833877149338396
     (-)pre10-post3 = 1.1554517627365575e-05
     (-)pre11-post0 = 0.18303898257157755
     (-)pre11-post1 = 0.18284907157171043
     (-)pre11-post2 = 0.0
     (-)pre11-post3 = 0.18097565434953647
     (-)pre12-post0 = 0.1831693158381454
     (-)pre12-post1 = 1.2650840591743177e-05
     (-)pre12-post2 = 0.0
     (-)pre12-post3 = 0.18111033958221875
     (-)pre13-post0 = 0.0
     (+)pre13-post1 = 0.09185270539792616
     (-)pre13-post2 = 0.0
     (+)pre13-post3 = 0.09123503387359144
     (-)pre14-post0 = 0.0
     (-)pre14-post1 = 0.0
     (-)pre14-post2 = 0.0
     (-)pre14-post3 = 0.0
* Iter 1
     (-)pre0-post0 = 1.0329383024424231e-17
     (-)pre0-post1 = 0.11391343574683171
     (-)pre0-post2 = 3.67684910613883e-54
     (-)pre0-post3 = 1.953052328204727e-78
     (-)pre1-post0 = 0.0
     (-)pre1-post1 = 0.0
     (-)pre1-post2 = 0.0
     (-)pre1-post3 = 0.0
     (-)pre2-post0 = 1.6099508388594527e-05
     (-)pre2-post1 = 0.1905242654182468
     (-)pre2-post2 = 5.730875902793352e-42
     (-)pre2-post3 = 3.0441011315682504e-66
     (-)pre3-post0 = 0.16773259590313835
     (-)pre3-post1 = 0.1673088227331767
     (-)pre3-post2 = 1.1557261403872123e-29
     (-)pre3-post3 = 6.138934626068067e-54
     (-)pre4-post0 = 0.18300358548259754
     (-)pre4-post1 = 1.1992556706246275e-05
     (-)pre4-post2 = 9.027054735271e-18
     (-)pre4-post3 = 4.7949507196575295e-42
     (-)pre5-post0 = 9.713783531412704e-55
     (-)pre5-post1 = 0.1881951432779408
     (-)pre5-post2 = 8.484406224434911e-06
     (-)pre5-post3 = 4.506747184831003e-30
     (-)pre6-post0 = 2.2103251923537546e-42
     (-)pre6-post1 = 0.18381232706657702
     (-)pre6-post2 = 0.1836156218352079
     (-)pre6-post3 = 1.0254888639414242e-17
     (-)pre7-post0 = 5.2036061102045396e-30
     (-)pre7-post1 = 2.4317885061869145e-05
     (-)pre7-post2 = 0.1880662892782129
     (-)pre7-post3 = 2.4141749937649078e-05
     (-)pre8-post0 = 6.279335013954769e-18
     (-)pre8-post1 = 0.18636843036570572
     (-)pre8-post2 = 1.0753228554503074e-05
     (-)pre8-post3 = 0.18624267082870516
     (-)pre9-post0 = 7.868508017190326e-06
     (-)pre9-post1 = 0.18560500621675446
     (-)pre9-post2 = 0.1854007332330377
     (-)pre9-post3 = 1.0696973814332486e-18
     (-)pre10-post0 = 0.18347000895910975
     (-)pre10-post1 = 0.18309958832853154
     (-)pre10-post2 = 0.1833877149338396
     (-)pre10-post3 = 1.1554517627365575e-05
     (-)pre11-post0 = 0.18303898257157755
     (-)pre11-post1 = 0.18284907157171043
     (-)pre11-post2 = 0.0
     (-)pre11-post3 = 0.18097565434953647
     (-)pre12-post0 = 0.1831693158381454
     (-)pre12-post1 = 1.4601631485788085e-05
     (-)pre12-post2 = 0.0
     (-)pre12-post3 = 0.18111123341070193
     (-)pre13-post0 = 0.0
     (+)pre13-post1 = 0.14294777190053898
     (-)pre13-post2 = 0.0
     (+)pre13-post3 = 0.14176308655440056
     (-)pre14-post0 = 0.0
     (-)pre14-post1 = 0.0
     (-)pre14-post2 = 0.0
     (-)pre14-post3 = 0.0
* Iter 2
     (-)pre0-post0 = 1.0329383024424231e-17
     (-)pre0-post1 = 0.11391343574683171
     (-)pre0-post2 = 3.67684910613883e-54
     (-)pre0-post3 = 1.953052328204727e-78
     (-)pre1-post0 = 0.0
     (-)pre1-post1 = 0.0
     (-)pre1-post2 = 0.0
     (-)pre1-post3 = 0.0
     (-)pre2-post0 = 1.6099508388594527e-05
     (-)pre2-post1 = 0.1905242654182468
     (-)pre2-post2 = 5.730875902793352e-42
     (-)pre2-post3 = 3.0441011315682504e-66
     (-)pre3-post0 = 0.16773259590313835
     (-)pre3-post1 = 0.1673088227331767
     (-)pre3-post2 = 1.1557261403872123e-29
     (-)pre3-post3 = 6.138934626068067e-54
     (-)pre4-post0 = 0.18300358548259754
     (-)pre4-post1 = 1.1992556706246275e-05
     (-)pre4-post2 = 9.027054735271e-18
     (-)pre4-post3 = 4.7949507196575295e-42
     (-)pre5-post0 = 9.713783531412704e-55
     (-)pre5-post1 = 0.1881951432779408
     (-)pre5-post2 = 8.484406224434911e-06
     (-)pre5-post3 = 4.506747184831003e-30
     (-)pre6-post0 = 2.2103251923537546e-42
     (-)pre6-post1 = 0.18381232706657702
     (-)pre6-post2 = 0.1836156218352079
     (-)pre6-post3 = 1.0254888639414242e-17
     (-)pre7-post0 = 5.2036061102045396e-30
     (-)pre7-post1 = 2.4317885061869145e-05
     (-)pre7-post2 = 0.1880662892782129
     (-)pre7-post3 = 2.4141749937649078e-05
     (-)pre8-post0 = 6.279335013954769e-18
     (-)pre8-post1 = 0.18636843036570572
     (-)pre8-post2 = 1.0753228554503074e-05
     (-)pre8-post3 = 0.18624267082870516
     (-)pre9-post0 = 7.868508017190326e-06
     (-)pre9-post1 = 0.18560500621675446
     (-)pre9-post2 = 0.1854007332330377
     (-)pre9-post3 = 1.0696973814332486e-18
     (-)pre10-post0 = 0.18347000895910975
     (-)pre10-post1 = 0.18309958832853154
     (-)pre10-post2 = 0.1833877149338396
     (-)pre10-post3 = 1.1554517627365575e-05
     (-)pre11-post0 = 0.18303898257157755
     (-)pre11-post1 = 0.18284907157171043
     (-)pre11-post2 = 0.0
     (-)pre11-post3 = 0.18097565434953647
     (-)pre12-post0 = 0.1831693158381454
     (-)pre12-post1 = 1.4601958197861345e-05
     (-)pre12-post2 = 0.0
     (-)pre12-post3 = 0.18111123356034178
     (-)pre13-post0 = 0.0
     (+)pre13-post1 = 0.18890621989461584
     (-)pre13-post2 = 0.0
     (+)pre13-post3 = 0.17832624235324776
     (-)pre14-post0 = 0.0
     (-)pre14-post1 = 0.0
     (-)pre14-post2 = 0.0
     (-)pre14-post3 = 0.0
LEARN 13
* Iter 0
     (-)pre0-post0 = 1.0329383024424231e-17
     (-)pre0-post1 = 0.11391343574683171
     (-)pre0-post2 = 3.67684910613883e-54
     (-)pre0-post3 = 1.953052328204727e-78
     (-)pre1-post0 = 0.0
     (-)pre1-post1 = 0.0
     (-)pre1-post2 = 0.0
     (-)pre1-post3 = 0.0
     (-)pre2-post0 = 1.6099508388594527e-05
     (-)pre2-post1 = 0.1905242654182468
     (-)pre2-post2 = 5.730875902793352e-42
     (-)pre2-post3 = 3.0441011315682504e-66
     (-)pre3-post0 = 0.16773259590313835
     (-)pre3-post1 = 0.1673088227331767
     (-)pre3-post2 = 1.1557261403872123e-29
     (-)pre3-post3 = 6.138934626068067e-54
     (-)pre4-post0 = 0.18300358548259754
     (-)pre4-post1 = 1.1992556706246275e-05
     (-)pre4-post2 = 9.027054735271e-18
     (-)pre4-post3 = 4.7949507196575295e-42
     (-)pre5-post0 = 9.713783531412704e-55
     (-)pre5-post1 = 0.1881951432779408
     (-)pre5-post2 = 8.484406224434911e-06
     (-)pre5-post3 = 4.506747184831003e-30
     (-)pre6-post0 = 2.2103251923537546e-42
     (-)pre6-post1 = 0.18381232706657702
     (-)pre6-post2 = 0.1836156218352079
     (-)pre6-post3 = 1.0254888639414242e-17
     (-)pre7-post0 = 5.2036061102045396e-30
     (-)pre7-post1 = 2.4317885061869145e-05
     (-)pre7-post2 = 0.1880662892782129
     (-)pre7-post3 = 2.4141749937649078e-05
     (-)pre8-post0 = 6.279335013954769e-18
     (-)pre8-post1 = 0.18636843036570572
     (-)pre8-post2 = 1.0753228554503074e-05
     (-)pre8-post3 = 0.18624267082870516
     (-)pre9-post0 = 7.868508017190326e-06
     (-)pre9-post1 = 0.18560500621675446
     (-)pre9-post2 = 0.1854007332330377
     (-)pre9-post3 = 1.0696973814332486e-18
     (-)pre10-post0 = 0.18347000895910975
     (-)pre10-post1 = 0.18309958832853154
     (-)pre10-post2 = 0.1833877149338396
     (-)pre10-post3 = 1.1554517627365575e-05
     (-)pre11-post0 = 0.18303898257157755
     (-)pre11-post1 = 0.18284907157171043
     (-)pre11-post2 = 4.286647362027575e-30
     (-)pre11-post3 = 0.18097565434953647
     (-)pre12-post0 = 0.1831693158381454
     (-)pre12-post1 = 1.4601958197869885e-05
     (-)pre12-post2 = 8.552444462395062e-18
     (-)pre12-post3 = 0.18111123356034178
     (-)pre13-post0 = 0.0
     (-)pre13-post1 = 0.1889089808101175
     (-)pre13-post2 = 6.4397493263057195e-06
     (-)pre13-post3 = 0.1783292597056366
     (-)pre14-post0 = 0.0
     (+)pre14-post1 = 0.08753526090859186
     (+)pre14-post2 = 0.08770886703447144
     (+)pre14-post3 = 0.08671430571810818
* Iter 1
     (-)pre0-post0 = 1.0329383024424231e-17
     (-)pre0-post1 = 0.11391343574683171
     (-)pre0-post2 = 3.67684910613883e-54
     (-)pre0-post3 = 1.953052328204727e-78
     (-)pre1-post0 = 0.0
     (-)pre1-post1 = 0.0
     (-)pre1-post2 = 0.0
     (-)pre1-post3 = 0.0
     (-)pre2-post0 = 1.6099508388594527e-05
     (-)pre2-post1 = 0.1905242654182468
     (-)pre2-post2 = 5.730875902793352e-42
     (-)pre2-post3 = 3.0441011315682504e-66
     (-)pre3-post0 = 0.16773259590313835
     (-)pre3-post1 = 0.1673088227331767
     (-)pre3-post2 = 1.1557261403872123e-29
     (-)pre3-post3 = 6.138934626068067e-54
     (-)pre4-post0 = 0.18300358548259754
     (-)pre4-post1 = 1.1992556706246275e-05
     (-)pre4-post2 = 9.027054735271e-18
     (-)pre4-post3 = 4.7949507196575295e-42
     (-)pre5-post0 = 9.713783531412704e-55
     (-)pre5-post1 = 0.1881951432779408
     (-)pre5-post2 = 8.484406224434911e-06
     (-)pre5-post3 = 4.506747184831003e-30
     (-)pre6-post0 = 2.2103251923537546e-42
     (-)pre6-post1 = 0.18381232706657702
     (-)pre6-post2 = 0.1836156218352079
     (-)pre6-post3 = 1.0254888639414242e-17
     (-)pre7-post0 = 5.2036061102045396e-30
     (-)pre7-post1 = 2.4317885061869145e-05
     (-)pre7-post2 = 0.1880662892782129
     (-)pre7-post3 = 2.4141749937649078e-05
     (-)pre8-post0 = 6.279335013954769e-18
     (-)pre8-post1 = 0.18636843036570572
     (-)pre8-post2 = 1.0753228554503074e-05
     (-)pre8-post3 = 0.18624267082870516
     (-)pre9-post0 = 7.868508017190326e-06
     (-)pre9-post1 = 0.18560500621675446
     (-)pre9-post2 = 0.1854007332330377
     (-)pre9-post3 = 1.0696973814332486e-18
     (-)pre10-post0 = 0.18347000895910975
     (-)pre10-post1 = 0.18309958832853154
     (-)pre10-post2 = 0.1833877149338396
     (-)pre10-post3 = 1.1554517627365575e-05
     (-)pre11-post0 = 0.18303898257157755
     (-)pre11-post1 = 0.18284907157171043
     (-)pre11-post2 = 4.2871754503887564e-30
     (-)pre11-post3 = 0.18097565434953647
     (-)pre12-post0 = 0.1831693158381454
     (-)pre12-post1 = 1.4601958197869885e-05
     (-)pre12-post2 = 8.553498070494542e-18
     (-)pre12-post3 = 0.18111123356034178
     (-)pre13-post0 = 0.0
     (-)pre13-post1 = 0.18890898115019855
     (-)pre13-post2 = 6.440542656297158e-06
     (-)pre13-post3 = 0.17832926007717378
     (-)pre14-post0 = 0.0
     (+)pre14-post1 = 0.13308879200519577
     (+)pre14-post2 = 0.13336215663184897
     (+)pre14-post3 = 0.13170635479322734
* Iter 2
     (-)pre0-post0 = 1.0329383024424231e-17
     (-)pre0-post1 = 0.11391343574683171
     (-)pre0-post2 = 3.67684910613883e-54
     (-)pre0-post3 = 1.953052328204727e-78
     (-)pre1-post0 = 0.0
     (-)pre1-post1 = 0.0
     (-)pre1-post2 = 0.0
     (-)pre1-post3 = 0.0
     (-)pre2-post0 = 1.6099508388594527e-05
     (-)pre2-post1 = 0.1905242654182468
     (-)pre2-post2 = 5.730875902793352e-42
     (-)pre2-post3 = 3.0441011315682504e-66
     (-)pre3-post0 = 0.16773259590313835
     (-)pre3-post1 = 0.1673088227331767
     (-)pre3-post2 = 1.1557261403872123e-29
     (-)pre3-post3 = 6.138934626068067e-54
     (-)pre4-post0 = 0.18300358548259754
     (-)pre4-post1 = 1.1992556706246275e-05
     (-)pre4-post2 = 9.027054735271e-18
     (-)pre4-post3 = 4.7949507196575295e-42
     (-)pre5-post0 = 9.713783531412704e-55
     (-)pre5-post1 = 0.1881951432779408
     (-)pre5-post2 = 8.484406224434911e-06
     (-)pre5-post3 = 4.506747184831003e-30
     (-)pre6-post0 = 2.2103251923537546e-42
     (-)pre6-post1 = 0.18381232706657702
     (-)pre6-post2 = 0.1836156218352079
     (-)pre6-post3 = 1.0254888639414242e-17
     (-)pre7-post0 = 5.2036061102045396e-30
     (-)pre7-post1 = 2.4317885061869145e-05
     (-)pre7-post2 = 0.1880662892782129
     (-)pre7-post3 = 2.4141749937649078e-05
     (-)pre8-post0 = 6.279335013954769e-18
     (-)pre8-post1 = 0.18636843036570572
     (-)pre8-post2 = 1.0753228554503074e-05
     (-)pre8-post3 = 0.18624267082870516
     (-)pre9-post0 = 7.868508017190326e-06
     (-)pre9-post1 = 0.18560500621675446
     (-)pre9-post2 = 0.1854007332330377
     (-)pre9-post3 = 1.0696973814332486e-18
     (-)pre10-post0 = 0.18347000895910975
     (-)pre10-post1 = 0.18309958832853154
     (-)pre10-post2 = 0.1833877149338396
     (-)pre10-post3 = 1.1554517627365575e-05
     (-)pre11-post0 = 0.18303898257157755
     (-)pre11-post1 = 0.18284907157171043
     (-)pre11-post2 = 4.287175532497947e-30
     (-)pre11-post3 = 0.18097565434953647
     (-)pre12-post0 = 0.1831693158381454
     (-)pre12-post1 = 1.4601958197869885e-05
     (-)pre12-post2 = 8.553498234313545e-18
     (-)pre12-post3 = 0.18111123356034178
     (-)pre13-post0 = 0.0
     (-)pre13-post1 = 0.18890898115025162
     (-)pre13-post2 = 6.440542779647129e-06
     (-)pre13-post3 = 0.17832926007723165
     (-)pre14-post0 = 0.0
     (+)pre14-post1 = 0.18639730913323863
     (+)pre14-post2 = 0.18621660609714674
     (+)pre14-post3 = 0.18641429514184774
